plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,210417,211389,<=,"Transcriptional regulator YhjC, LysR family",CDS,"Transcriptional regulator YhjC, LysR family"
DH5a_AziR_reorientated_DnaA,211836,212439,=>,"Uncharacterized transcriptional regulator YhjB,",CDS,"Uncharacterized transcriptional regulator YhjB, LuxR family"
DH5a_AziR_reorientated_DnaA,212489,214139,<=,Trehalase,CDS,Trehalase (EC 3.2.1.28) @ Cytoplasmic trehalase (EC 3.2.1.28)
DH5a_AziR_reorientated_DnaA,214542,215940,=>,Cytochrome c551 peroxidase,CDS,Cytochrome c551 peroxidase (EC 1.11.1.5)
DH5a_AziR_reorientated_DnaA,216150,217551,=>,Glutamate decarboxylase,CDS,Glutamate decarboxylase (EC 4.1.1.15)
DH5a_AziR_reorientated_DnaA,217920,218745,=>,"Transcriptional regulator GadX, AraC family",CDS,"Transcriptional regulator GadX, AraC family"
DH5a_AziR_reorientated_DnaA,219112,219841,=>,"Transcriptional regulator GadW, AraC family",CDS,"Transcriptional regulator GadW, AraC family"
DH5a_AziR_reorientated_DnaA,220203,223317,<=,"Multidrug efflux system MdtEF-TolC, inner-membr",CDS,"Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)"
DH5a_AziR_reorientated_DnaA,223341,224499,<=,"Multidrug efflux system MdtEF-TolC, membrane fu",CDS,"Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE"
DH5a_AziR_reorientated_DnaA,224558,224837,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,224837,225365,<=,Transcriptional activator GadE,CDS,Transcriptional activator GadE
DH5a_AziR_reorientated_DnaA,226163,226736,<=,"Membrane transporter HdeD, H-NS repressed",CDS,"Membrane transporter HdeD, H-NS repressed"
DH5a_AziR_reorientated_DnaA,226990,227323,=>,Chaperone HdeA,CDS,Chaperone HdeA
DH5a_AziR_reorientated_DnaA,227426,227765,=>,Chaperone HdeB,CDS,Chaperone HdeB
DH5a_AziR_reorientated_DnaA,227828,228476,=>,Putative magnesium transporter YhiD,CDS,Putative magnesium transporter YhiD
DH5a_AziR_reorientated_DnaA,228517,229048,<=,"Transcriptional regulator DctR, LuxR family",CDS,"Transcriptional regulator DctR, LuxR family"
DH5a_AziR_reorientated_DnaA,229203,229770,<=,Starvation lipoprotein Slp,CDS,Starvation lipoprotein Slp
DH5a_AziR_reorientated_DnaA,230532,230952,=>,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,230970,231549,=>,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,231657,232440,<=,Putative uncharacterized protein YhiS,CDS,Putative uncharacterized protein YhiS
DH5a_AziR_reorientated_DnaA,232849,232966,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,233068,233494,<=,Arsenate reductase,CDS,"Arsenate reductase (EC 1.20.4.1) glutaredoxin-coupled, glutaredoxin-like family"
DH5a_AziR_reorientated_DnaA,233506,234796,<=,Arsenite/antimonite:H+ antiporter ArsB,CDS,Arsenite/antimonite:H+ antiporter ArsB
DH5a_AziR_reorientated_DnaA,234849,235203,<=,Arsenical resistance operon repressor,CDS,Arsenical resistance operon repressor
DH5a_AziR_reorientated_DnaA,235741,235915,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,236079,237432,<=,Glutathione reductase,CDS,Glutathione reductase (EC 1.8.1.7)
DH5a_AziR_reorientated_DnaA,237503,238346,<=,23S rRNA,CDS,23S rRNA (adenine(2030)-N(6))-methyltransferase (EC 2.1.1.266)
DH5a_AziR_reorientated_DnaA,238548,240591,=>,Oligopeptidase A,CDS,Oligopeptidase A (EC 3.4.24.70)
DH5a_AziR_reorientated_DnaA,240598,241351,=>,16S rRNA,CDS,16S rRNA (guanine(1516)-N(2))-methyltransferase (EC 2.1.1.242)
DH5a_AziR_reorientated_DnaA,241399,242869,<=,Di-tripeptide/H+ symporter DtpB,CDS,Di-tripeptide/H+ symporter DtpB
DH5a_AziR_reorientated_DnaA,243185,243620,<=,Universal stress protein A,CDS,Universal stress protein A
DH5a_AziR_reorientated_DnaA,244010,244346,=>,Universal stress protein B,CDS,Universal stress protein B
DH5a_AziR_reorientated_DnaA,244589,246089,<=,Low-affinity inorganic phosphate transporter,CDS,Low-affinity inorganic phosphate transporter
DH5a_AziR_reorientated_DnaA,246320,247523,=>,Uncharacterized protein YhiN,CDS,Uncharacterized protein YhiN
DH5a_AziR_reorientated_DnaA,247837,248890,<=,Inner membrane protein YhiM,CDS,Inner membrane protein YhiM
DH5a_AziR_reorientated_DnaA,249157,249286,=>,FIG00638558: hypothetical protein,CDS,FIG00638558: hypothetical protein
DH5a_AziR_reorientated_DnaA,249272,250511,=>,Hypothetical protein YhiL,CDS,Hypothetical protein YhiL
DH5a_AziR_reorientated_DnaA,250507,250879,=>,Hypothetical protein YhiL,CDS,Hypothetical protein YhiL
DH5a_AziR_reorientated_DnaA,251140,252763,=>,Uncharacterized protein YhiJ,CDS,Uncharacterized protein YhiJ
DH5a_AziR_reorientated_DnaA,252952,253066,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,253128,254196,=>,HlyD-like membrane fusion protein YhiI,CDS,HlyD-like membrane fusion protein YhiI
DH5a_AziR_reorientated_DnaA,254192,256928,=>,Ribosome-associated ATPase RbbA,CDS,Ribosome-associated ATPase RbbA
DH5a_AziR_reorientated_DnaA,256927,258052,=>,Inner membrane transport permease YhhJ,CDS,Inner membrane transport permease YhhJ
DH5a_AziR_reorientated_DnaA,258216,259353,<=,"H repeat-associated protein, YhhI family",CDS,"H repeat-associated protein, YhhI family"
DH5a_AziR_reorientated_DnaA,259598,259844,<=,Protein YibA,CDS,Protein YibA
DH5a_AziR_reorientated_DnaA,259948,260332,<=,Uncharacterized protein YhhH,CDS,Uncharacterized protein YhhH
DH5a_AziR_reorientated_DnaA,260303,264539,<=,Protein RhsB,CDS,Protein RhsB
DH5a_AziR_reorientated_DnaA,264741,265143,<=,Nickel responsive regulator NikR,CDS,Nickel responsive regulator NikR
DH5a_AziR_reorientated_DnaA,265148,265955,<=,"Nickel ABC transporter, ATP-binding protein NikE",CDS,"Nickel ABC transporter, ATP-binding protein NikE (TC 3.A.1.5.3)"
DH5a_AziR_reorientated_DnaA,265951,266716,<=,"Nickel ABC transporter, ATP-binding protein NikD",CDS,"Nickel ABC transporter, ATP-binding protein NikD (TC 3.A.1.5.3)"
DH5a_AziR_reorientated_DnaA,266715,267549,<=,"Nickel ABC transporter, permease protein NikC",CDS,"Nickel ABC transporter, permease protein NikC (TC 3.A.1.5.3)"
DH5a_AziR_reorientated_DnaA,267545,268490,<=,"Nickel ABC transporter, permease protein NikB",CDS,"Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)"
DH5a_AziR_reorientated_DnaA,268489,270064,<=,"Nickel ABC transporter, substrate-binding prote",CDS,"Nickel ABC transporter, substrate-binding protein NikA (TC 3.A.1.5.3)"
DH5a_AziR_reorientated_DnaA,270174,270762,<=,4'-phosphopantetheinyl transferase,CDS,4'-phosphopantetheinyl transferase (EC 2.7.8.-)
DH5a_AziR_reorientated_DnaA,270816,271866,<=,UPF0118 inner membrane protein YhhT,CDS,UPF0118 inner membrane protein YhhT
DH5a_AziR_reorientated_DnaA,271964,273215,=>,UPF0226 protein YhhS,CDS,UPF0226 protein YhhS
DH5a_AziR_reorientated_DnaA,273218,273776,<=,DcrB protein precursor,CDS,DcrB protein precursor
DH5a_AziR_reorientated_DnaA,273848,274514,<=,Putative preQ0 transporter YhhQ,CDS,Putative preQ0 transporter YhhQ
DH5a_AziR_reorientated_DnaA,274734,274980,=>,tRNA 5-methylaminomethyl-2-thiouridine synthesi,CDS,tRNA 5-methylaminomethyl-2-thiouridine synthesis sulfur carrier protein TusA
DH5a_AziR_reorientated_DnaA,275081,277280,<=,"Lead, cadmium, zinc and mercury transporting AT",CDS,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"
DH5a_AziR_reorientated_DnaA,277353,277980,<=,Uncharacterized membrane protein YhhN,CDS,Uncharacterized membrane protein YhhN
DH5a_AziR_reorientated_DnaA,278120,278480,=>,Uncharacterized protein YhhM,CDS,Uncharacterized protein YhhM
DH5a_AziR_reorientated_DnaA,278482,278752,<=,Uncharacterized protein YhhL,CDS,Uncharacterized protein YhhL
DH5a_AziR_reorientated_DnaA,278741,279338,<=,16S rRNA,CDS,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
DH5a_AziR_reorientated_DnaA,279487,280981,=>,Signal recognition particle receptor FtsY,CDS,Signal recognition particle receptor FtsY
DH5a_AziR_reorientated_DnaA,280983,281652,=>,"Cell-division-associated, ABC-transporter-like",CDS,"Cell-division-associated, ABC-transporter-like signaling protein FtsE"
DH5a_AziR_reorientated_DnaA,281644,282703,=>,"Cell-division-associated, ABC-transporter-like",CDS,"Cell-division-associated, ABC-transporter-like signaling protein FtsX"
DH5a_AziR_reorientated_DnaA,282947,283802,=>,RNA polymerase sigma factor RpoH,CDS,RNA polymerase sigma factor RpoH
DH5a_AziR_reorientated_DnaA,284072,285176,=>,"Branched-chain amino acid ABC transporter, subs",CDS,"Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,285363,285747,<=,"Acetyl-CoA sensor PanM, required for maturation",CDS,"Acetyl-CoA sensor PanM, required for maturation of L-aspartate decarboxylase"
DH5a_AziR_reorientated_DnaA,285934,286063,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,286116,287280,=>,"Leucine-specific ABC transporter, substrate-bin",CDS,"Leucine-specific ABC transporter, substrate-binding protein LivK (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,287327,288254,=>,"Branched-chain amino acid ABC transporter, perm",CDS,"Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,288250,289528,=>,"Branched-chain amino acid ABC transporter, perm",CDS,"Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,289524,290292,=>,"Branched-chain amino acid ABC transporter, ATP-",CDS,"Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,290293,291007,=>,"Branched-chain amino acid ABC transporter, ATP-",CDS,"Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)"
DH5a_AziR_reorientated_DnaA,291073,291190,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,291405,292722,=>,"Glycerol-3-phosphate ABC transporter, substrate",CDS,"Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB"
DH5a_AziR_reorientated_DnaA,292819,293707,=>,"Glycerol-3-phosphate ABC transporter, permease",CDS,"Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)"
DH5a_AziR_reorientated_DnaA,293703,294549,=>,"Glycerol-3-phosphate ABC transporter, permease",CDS,"Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)"
DH5a_AziR_reorientated_DnaA,294550,295621,=>,"Glycerol-3-phosphate ABC transporter, ATP-bindi",CDS,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)"
DH5a_AziR_reorientated_DnaA,295617,296361,=>,Glycerophosphoryl diester phosphodiesterase,CDS,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
DH5a_AziR_reorientated_DnaA,296347,296788,<=,Uncharacterized protein YhhA,CDS,Uncharacterized protein YhhA
DH5a_AziR_reorientated_DnaA,296907,298650,=>,Gamma-glutamyltranspeptidase,CDS,Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)
DH5a_AziR_reorientated_DnaA,298687,298972,<=,Uncharacterized protein YrhB,CDS,Uncharacterized protein YrhB
DH5a_AziR_reorientated_DnaA,299171,299327,<=,Uncharacterized protein YrhD,CDS,Uncharacterized protein YrhD
DH5a_AziR_reorientated_DnaA,299437,299557,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,299550,299760,<=,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,299760,300054,<=,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,300276,300693,<=,Putative uncharacterized protein YrhA,CDS,Putative uncharacterized protein YrhA
DH5a_AziR_reorientated_DnaA,300689,301868,<=,T6SS component Hcp / endonuclease,CDS,T6SS component Hcp / endonuclease
DH5a_AziR_reorientated_DnaA,302104,302593,<=,L-methionine N-acetyltransferase @ L-phenylalan,CDS,L-methionine N-acetyltransferase @ L-phenylalanine N-acetyltransferase (EC 2.3.1.53)
DH5a_AziR_reorientated_DnaA,302925,303963,=>,Uncharacterized oxidoreductase YhhX,CDS,Uncharacterized oxidoreductase YhhX
DH5a_AziR_reorientated_DnaA,304085,304781,=>,"Quercetin 2,3-dioxygenase",CDS,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) => YhhW"
DH5a_AziR_reorientated_DnaA,305004,306000,=>,Gluconate utilization system Gnt-I transcriptio,CDS,Gluconate utilization system Gnt-I transcriptional repressor
DH5a_AziR_reorientated_DnaA,306138,306666,=>,Gluconokinase,CDS,Gluconokinase (EC 2.7.1.12)
DH5a_AziR_reorientated_DnaA,306669,308010,=>,Low-affinity gluconate/H+ symporter GntU,CDS,Low-affinity gluconate/H+ symporter GntU
DH5a_AziR_reorientated_DnaA,308066,308660,<=,MarC family integral membrane protein,CDS,MarC family integral membrane protein
DH5a_AziR_reorientated_DnaA,308852,309956,=>,Aspartate-semialdehyde dehydrogenase,CDS,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
DH5a_AziR_reorientated_DnaA,310228,312415,=>,"1,4-alpha-glucan",CDS,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"
DH5a_AziR_reorientated_DnaA,312411,314385,=>,"Limit dextrin alpha-1,6-maltotetraose-hydrolase",CDS,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)"
DH5a_AziR_reorientated_DnaA,314402,315698,=>,Glucose-1-phosphate adenylyltransferase,CDS,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)
DH5a_AziR_reorientated_DnaA,315697,317131,=>,"Glycogen synthase, ADP-glucose transglucosylase",CDS,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)"
DH5a_AziR_reorientated_DnaA,317149,319597,=>,Glycogen phosphorylase,CDS,Glycogen phosphorylase (EC 2.4.1.1)
DH5a_AziR_reorientated_DnaA,319697,319817,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,319815,320007,=>,Putative uncharacterized protein YzgL,CDS,Putative uncharacterized protein YzgL
DH5a_AziR_reorientated_DnaA,320212,321718,<=,Aerobic glycerol-3-phosphate dehydrogenase,CDS,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)
DH5a_AziR_reorientated_DnaA,321907,322234,=>,Thiosulfate sulfurtransferase GlpE,CDS,Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)
DH5a_AziR_reorientated_DnaA,322278,323109,=>,Rhomboid protease GlpG,CDS,Rhomboid protease GlpG (EC 3.4.21.105)
DH5a_AziR_reorientated_DnaA,323125,323884,=>,Glycerol-3-phosphate regulon repressor GlpR,CDS,Glycerol-3-phosphate regulon repressor GlpR
DH5a_AziR_reorientated_DnaA,323865,325464,<=,Transcriptional regulatory protein RtcR,CDS,Transcriptional regulatory protein RtcR
DH5a_AziR_reorientated_DnaA,325652,326879,=>,"RNA-2',3'-PO4:RNA-5'-OH ligase",CDS,"RNA-2',3'-PO4:RNA-5'-OH ligase"
DH5a_AziR_reorientated_DnaA,326882,327899,=>,RNA 3'-terminal phosphate cyclase,CDS,RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)
DH5a_AziR_reorientated_DnaA,327941,330647,<=,"Transcriptional activator of maltose regulon, MalT",CDS,"Transcriptional activator of maltose regulon, MalT"
DH5a_AziR_reorientated_DnaA,331258,333652,=>,Maltodextrin phosphorylase,CDS,Maltodextrin phosphorylase (EC 2.4.1.1)
DH5a_AziR_reorientated_DnaA,333661,335746,=>,4-alpha-glucanotransferase,CDS,4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)
DH5a_AziR_reorientated_DnaA,335856,337173,<=,High-affinity gluconate transporter GntT,CDS,High-affinity gluconate transporter GntT
DH5a_AziR_reorientated_DnaA,337532,338108,<=,[4Fe-4S] cluster carrier protein NfuA,CDS,[4Fe-4S] cluster carrier protein NfuA
DH5a_AziR_reorientated_DnaA,338166,338850,<=,"Competence protein F homolog, phosphoribosyltra",CDS,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy"
DH5a_AziR_reorientated_DnaA,338887,339658,=>,Pimeloyl-[acyl-carrier protein] methyl ester es,CDS,Pimeloyl-[acyl-carrier protein] methyl ester esterase BioH (EC 3.1.1.85)
DH5a_AziR_reorientated_DnaA,339686,340565,<=,Uncharacterized protein YhgA,CDS,Uncharacterized protein YhgA
DH5a_AziR_reorientated_DnaA,340767,341004,<=,Ferrous iron-sensing transcriptional regulator,CDS,Ferrous iron-sensing transcriptional regulator FeoC
DH5a_AziR_reorientated_DnaA,341003,343325,<=,Ferrous iron transporter FeoB,CDS,Ferrous iron transporter FeoB
DH5a_AziR_reorientated_DnaA,343341,343569,<=,Ferrous iron transporter-associated protein FeoA,CDS,Ferrous iron transporter-associated protein FeoA
DH5a_AziR_reorientated_DnaA,344025,346347,<=,Transcription accessory protein,CDS,Transcription accessory protein (S1 RNA-binding domain)
DH5a_AziR_reorientated_DnaA,346443,346920,<=,Transcription elongation factor GreB,CDS,Transcription elongation factor GreB
DH5a_AziR_reorientated_DnaA,347147,347867,=>,Two-component system response regulator OmpR,CDS,Two-component system response regulator OmpR
DH5a_AziR_reorientated_DnaA,347863,349216,=>,Osmolarity sensory histidine kinase EnvZ,CDS,Osmolarity sensory histidine kinase EnvZ
DH5a_AziR_reorientated_DnaA,349291,350914,<=,Phosphoenolpyruvate carboxykinase [ATP],CDS,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)
DH5a_AziR_reorientated_DnaA,351158,351287,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,351292,353017,=>,Uncharacterized protein YhgE,CDS,Uncharacterized protein YhgE
DH5a_AziR_reorientated_DnaA,353079,353958,<=,33 kDa chaperonin HslO,CDS,33 kDa chaperonin HslO
DH5a_AziR_reorientated_DnaA,353982,354384,<=,Ribosome-associated heat shock protein implicat,CDS,Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)
DH5a_AziR_reorientated_DnaA,354394,355063,<=,GMP/IMP nucleotidase YrfG,CDS,GMP/IMP nucleotidase YrfG
DH5a_AziR_reorientated_DnaA,355127,357263,<=,IgaA: a membrane protein that prevents overacti,CDS,IgaA: a membrane protein that prevents overactivation of the Rcs regulatory system
DH5a_AziR_reorientated_DnaA,357259,357379,<=,FIG00639988: hypothetical protein,CDS,FIG00639988: hypothetical protein
DH5a_AziR_reorientated_DnaA,357582,358143,=>,ADP compounds hydrolase NudE,CDS,ADP compounds hydrolase NudE
DH5a_AziR_reorientated_DnaA,358308,360861,<=,Multimodular transpeptidase-transglycosylase,CDS,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
DH5a_AziR_reorientated_DnaA,360980,361760,=>,Type IV pilus biogenesis protein PilM,CDS,Type IV pilus biogenesis protein PilM
DH5a_AziR_reorientated_DnaA,361759,362299,=>,Type IV pilus biogenesis protein PilN,CDS,Type IV pilus biogenesis protein PilN
DH5a_AziR_reorientated_DnaA,362282,362723,=>,Type IV pilus biogenesis protein PilO,CDS,Type IV pilus biogenesis protein PilO
DH5a_AziR_reorientated_DnaA,362712,363117,=>,Type IV pilus biogenesis protein PilP,CDS,Type IV pilus biogenesis protein PilP
DH5a_AziR_reorientated_DnaA,363106,364267,=>,Type IV pilus biogenesis protein PilQ,CDS,Type IV pilus biogenesis protein PilQ
DH5a_AziR_reorientated_DnaA,364511,365189,=>,Shikimate kinase I,CDS,Shikimate kinase I (EC 2.7.1.71)
DH5a_AziR_reorientated_DnaA,365245,366334,=>,3-dehydroquinate synthase,CDS,3-dehydroquinate synthase (EC 4.2.3.4)
DH5a_AziR_reorientated_DnaA,366425,367712,=>,Septum-associated cell division protein DamX,CDS,Septum-associated cell division protein DamX
DH5a_AziR_reorientated_DnaA,367818,368655,=>,Methyl-directed repair DNA adenine methylase,CDS,Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)
DH5a_AziR_reorientated_DnaA,368672,369350,=>,Ribulose-phosphate 3-epimerase,CDS,Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
DH5a_AziR_reorientated_DnaA,369342,370101,=>,Phosphoglycolate phosphatase,CDS,Phosphoglycolate phosphatase (EC 3.1.3.18)
DH5a_AziR_reorientated_DnaA,370093,371098,=>,Tryptophanyl-tRNA synthetase,CDS,Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
DH5a_AziR_reorientated_DnaA,371387,372293,=>,Hypothetical protein YhfZ,CDS,Hypothetical protein YhfZ
DH5a_AziR_reorientated_DnaA,372309,372672,=>,PTS-regulatory domain-containing protein YhfY,CDS,PTS-regulatory domain-containing protein YhfY
DH5a_AziR_reorientated_DnaA,372755,373919,=>,Uncharacterized alanine racemase domain-contain,CDS,Uncharacterized alanine racemase domain-containing protein YhfX
DH5a_AziR_reorientated_DnaA,373918,375145,=>,Phosphopentomutase like protein YhfW,CDS,Phosphopentomutase like protein YhfW
DH5a_AziR_reorientated_DnaA,375141,376020,=>,Phosphotriesterase like protein Php,CDS,Phosphotriesterase like protein Php
